"PrimaryID","ENSEMBL","SYMBOL","ENTREZID","REFSEQ","GENENAME"
"ENSG00000007541","ENSG00000007541","PIGQ","9091","NM_004204","phosphatidylinositol glycan anchor biosynthesis class Q"
"ENSG00000007545","ENSG00000007545","CRAMP1","57585","NM_020825","cramped chromatin regulator homolog 1"
"ENSG00000007866","ENSG00000007866","TEAD3","7005","NM_003214","TEA domain transcription factor 3"
"ENSG00000007908","ENSG00000007908","SELE","6401","NM_000450","selectin E"
"ENSG00000007923","ENSG00000007923","DNAJC11","55735","NM_018198","DnaJ heat shock protein family (Hsp40) member C11"
"ENSG00000007944","ENSG00000007944","MYLIP","29116","NM_013262","myosin regulatory light chain interacting protein"
"ENSG00000007952","ENSG00000007952","NOX1","27035","NM_001271815","NADPH oxidase 1"
"ENSG00000007968","ENSG00000007968","E2F2","1870","NM_004091","E2F transcription factor 2"
"ENSG00000008018","ENSG00000008018","PSMB1","5689","NM_002793","proteasome 20S subunit beta 1"
"ENSG00000008056","ENSG00000008056","SYN1","6853","NM_006950","synapsin I"
"ENSG00000008083","ENSG00000008083","JARID2","3720","NM_001267040","jumonji and AT-rich interaction domain containing 2"
"ENSG00000008086","ENSG00000008086","CDKL5","6792","NM_001037343","cyclin dependent kinase like 5"
"ENSG00000008128","ENSG00000008128","CDK11A","728642","NM_001313896","cyclin dependent kinase 11A"
"ENSG00000008130","ENSG00000008130","NADK","65220","NM_001198993","NAD kinase"
"ENSG00000008226","ENSG00000008226","DLEC1","9940","NM_001321153","DLEC1 cilia and flagella associated protein"
"ENSG00000008256","ENSG00000008256","CYTH3","9265","NM_001367580","cytohesin 3"
"ENSG00000008277","ENSG00000008277","ADAM22","53616","NM_001324417","ADAM metallopeptidase domain 22"
"ENSG00000008282","ENSG00000008282","SYPL1","6856","NM_006754","synaptophysin like 1"
"ENSG00000008283","ENSG00000008283","CYB561","1534","NM_001017916","cytochrome b561"
"ENSG00000008294","ENSG00000008294","SPAG9","9043","NM_001130527","sperm associated antigen 9"
"ENSG00000008300","ENSG00000008300","CELSR3","1951","NM_001407","cadherin EGF LAG seven-pass G-type receptor 3"
"ENSG00000008311","ENSG00000008311","AASS","10157","NM_005763","aminoadipate-semialdehyde synthase"
"ENSG00000008323","ENSG00000008323","PLEKHG6","55200","NM_001144856","pleckstrin homology and RhoGEF domain containing G6"
"ENSG00000008324","ENSG00000008324","SS18L2","51188","NM_001370300","SS18 like 2"
"ENSG00000008382","ENSG00000008382","MPND","84954","NM_001159846","MPN domain containing"
"ENSG00000008394","ENSG00000008394","MGST1","4257","NM_001260511","microsomal glutathione S-transferase 1"
"ENSG00000008405","ENSG00000008405","CRY1","1407","NM_004075","cryptochrome circadian regulator 1"
"ENSG00000008438","ENSG00000008438","PGLYRP1","8993","NM_005091","peptidoglycan recognition protein 1"
"ENSG00000008441","ENSG00000008441","NFIX","4784","NM_001271043","nuclear factor I X"
"ENSG00000008513","ENSG00000008513","ST3GAL1","6482","NM_003033","ST3 beta-galactoside alpha-2,3-sialyltransferase 1"
"ENSG00000008516","ENSG00000008516","MMP25","64386","NM_004142","matrix metallopeptidase 25"
"ENSG00000008517","ENSG00000008517","IL32","9235","NM_001012631","interleukin 32"
"ENSG00000008710","ENSG00000008710","PKD1","5310","NM_000296","polycystin 1, transient receptor potential channel interacting"
"ENSG00000008735","ENSG00000008735","MAPK8IP2","23542","NM_012324","mitogen-activated protein kinase 8 interacting protein 2"
"ENSG00000008838","ENSG00000008838","MED24","9862","NM_001079518","mediator complex subunit 24"
"ENSG00000008853","ENSG00000008853","RHOBTB2","23221","NM_001160036","Rho related BTB domain containing 2"
"ENSG00000008869","ENSG00000008869","HEATR5B","54497","NM_019024","HEAT repeat containing 5B"
"ENSG00000008952","ENSG00000008952","SEC62","7095","NM_003262","SEC62 homolog, preprotein translocation factor"
"ENSG00000008988","ENSG00000008988","RPS20","6224","NM_001023","ribosomal protein S20"
"ENSG00000009307","ENSG00000009307","CSDE1","7812","NM_001007553","cold shock domain containing E1"
"ENSG00000009335","ENSG00000009335","UBE3C","9690","NM_014671","ubiquitin protein ligase E3C"
"ENSG00000009413","ENSG00000009413","REV3L","5980","NM_001286431","REV3 like, DNA directed polymerase zeta catalytic subunit"
"ENSG00000009694","ENSG00000009694","TENM1","10178","NM_001163278","teneurin transmembrane protein 1"
"ENSG00000009724","ENSG00000009724","MASP2","10747","NM_006610","mannan binding lectin serine peptidase 2"
"ENSG00000009780","ENSG00000009780","FAM76A","199870","NM_001143912","family with sequence similarity 76 member A"
"ENSG00000009790","ENSG00000009790","TRAF3IP3","80342","NM_001287754","TRAF3 interacting protein 3"
"ENSG00000009830","ENSG00000009830","POMT2","29954","NM_013382","protein O-mannosyltransferase 2"
"ENSG00000009844","ENSG00000009844","VTA1","51534","NM_001286371","vesicle trafficking 1"
"ENSG00000009950","ENSG00000009950","MLXIPL","51085","NM_032951","MLX interacting protein like"
"ENSG00000009954","ENSG00000009954","BAZ1B","9031","NM_001370402","bromodomain adjacent to zinc finger domain 1B"
"ENSG00000010017","ENSG00000010017","RANBP9","10048","NM_005493","RAN binding protein 9"
"ENSG00000010030","ENSG00000010030","ETV7","51513","NM_001207035","ETS variant transcription factor 7"
"ENSG00000010072","ENSG00000010072","SPRTN","83932","NM_001010984","SprT-like N-terminal domain"
"ENSG00000010165","ENSG00000010165","EEF1AKNMT","51603","NM_001007239","eEF1A lysine and N-terminal methyltransferase"
"ENSG00000010219","ENSG00000010219","DYRK4","8798","NM_001282285","dual specificity tyrosine phosphorylation regulated kinase 4"
"ENSG00000010244","ENSG00000010244","ZNF207","7756","NM_001032293","zinc finger protein 207"
"ENSG00000010256","ENSG00000010256","UQCRC1","7384","NM_003365","ubiquinol-cytochrome c reductase core protein 1"
"ENSG00000010270","ENSG00000010270","STARD3NL","83930","NM_001363339","STARD3 N-terminal like"
"ENSG00000010278","ENSG00000010278","CD9","928","NM_001330312","CD9 molecule"
"ENSG00000010282","ENSG00000010282","HHATL","57467","NM_020707","hedgehog acyltransferase like"
"ENSG00000010292","ENSG00000010292","NCAPD2","9918","NM_014865","non-SMC condensin I complex subunit D2"
"ENSG00000010295","ENSG00000010295","IFFO1","25900","NM_001039670","intermediate filament family orphan 1"
"ENSG00000010310","ENSG00000010310","GIPR","2696","NM_000164","gastric inhibitory polypeptide receptor"
"ENSG00000010318","ENSG00000010318","PHF7","51533","NM_001278221","PHD finger protein 7"
"ENSG00000010319","ENSG00000010319","SEMA3G","56920","NM_020163","semaphorin 3G"
"ENSG00000010322","ENSG00000010322","NISCH","11188","NM_001276293","nischarin"
"ENSG00000010327","ENSG00000010327","STAB1","23166","NM_015136","stabilin 1"
"ENSG00000010361","ENSG00000010361","FUZ","80199","NM_001171937","fuzzy planar cell polarity protein"
"ENSG00000010379","ENSG00000010379","SLC6A13","6540","NM_001190997","solute carrier family 6 member 13"
"ENSG00000010404","ENSG00000010404","IDS","3423","NM_000202","iduronate 2-sulfatase"
"ENSG00000010438","ENSG00000010438","PRSS3","5646","NM_001197097","serine protease 3"
"ENSG00000010539","ENSG00000010539","ZNF200","7752","NM_001145446","zinc finger protein 200"
"ENSG00000010610","ENSG00000010610","CD4","920","NM_000616","CD4 molecule"
"ENSG00000010626","ENSG00000010626","LRRC23","10233","NM_001135217","leucine rich repeat containing 23"
"ENSG00000010671","ENSG00000010671","BTK","695","NM_000061","Bruton tyrosine kinase"
"ENSG00000010704","ENSG00000010704","HFE","3077","NM_000410","homeostatic iron regulator"
"ENSG00000010803","ENSG00000010803","SCMH1","22955","NM_001031694","Scm polycomb group protein homolog 1"
"ENSG00000010810","ENSG00000010810","FYN","2534","NM_001242779","FYN proto-oncogene, Src family tyrosine kinase"
"ENSG00000010818","ENSG00000010818","HIVEP2","3097","NM_006734","HIVEP zinc finger 2"
"ENSG00000010932","ENSG00000010932","FMO1","2326","NM_001282692","flavin containing dimethylaniline monoxygenase 1"
"ENSG00000011007","ENSG00000011007","ELOA","6924","NM_003198","elongin A"
"ENSG00000011009","ENSG00000011009","LYPLA2","11313","NM_007260","lysophospholipase 2"
"ENSG00000011021","ENSG00000011021","CLCN6","1185","NM_001256959","chloride voltage-gated channel 6"
"ENSG00000011028","ENSG00000011028","MRC2","9902","NM_006039","mannose receptor C type 2"
"ENSG00000011105","ENSG00000011105","TSPAN9","10867","NM_001168320","tetraspanin 9"
"ENSG00000011114","ENSG00000011114","BTBD7","55727","NM_001002860","BTB domain containing 7"
"ENSG00000011132","ENSG00000011132","APBA3","9546","NM_004886","amyloid beta precursor protein binding family A member 3"
"ENSG00000011143","ENSG00000011143","MKS1","54903","NM_001165927","MKS transition zone complex subunit 1"
"ENSG00000011198","ENSG00000011198","ABHD5","51099","NM_001355186","abhydrolase domain containing 5"
"ENSG00000011201","ENSG00000011201","ANOS1","3730","NM_000216","anosmin 1"
"ENSG00000011243","ENSG00000011243","AKAP8L","26993","NM_001291478","A-kinase anchoring protein 8 like"
"ENSG00000011258","ENSG00000011258","MBTD1","54799","NM_017643","mbt domain containing 1"
"ENSG00000011260","ENSG00000011260","UTP18","51096","NM_016001","UTP18 small subunit processome component"
"ENSG00000011275","ENSG00000011275","RNF216","54476","NM_019011","ring finger protein 216"
"ENSG00000011295","ENSG00000011295","TTC19","54902","NM_001271420","tetratricopeptide repeat domain 19"
"ENSG00000011304","ENSG00000011304","PTBP1","5725","NM_002819","polypyrimidine tract binding protein 1"
"ENSG00000011332","ENSG00000011332","DPF1","8193","NM_001135155","double PHD fingers 1"
"ENSG00000011376","ENSG00000011376","LARS2","23395","NM_001368263","leucyl-tRNA synthetase 2, mitochondrial"
"ENSG00000011405","ENSG00000011405","PIK3C2A","5286","NM_001321378","phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha"
"ENSG00000011422","ENSG00000011422","PLAUR","5329","NM_001005376","plasminogen activator, urokinase receptor"
"ENSG00000011426","ENSG00000011426","ANLN","54443","NM_001284301","anillin actin binding protein"
"ENSG00000011451","ENSG00000011451","WIZ","58525","NM_001330395","WIZ zinc finger"
"ENSG00000011454","ENSG00000011454","GPR21","2844","NM_005294","G protein-coupled receptor 21"
"ENSG00000011465","ENSG00000011465","DCN","1634","NM_001920","decorin"
"ENSG00000011478","ENSG00000011478","QPCTL","54814","NM_001163377","glutaminyl-peptide cyclotransferase like"
"ENSG00000011485","ENSG00000011485","PPP5C","5536","NM_001204284","protein phosphatase 5 catalytic subunit"
"ENSG00000011523","ENSG00000011523","CEP68","23177","NM_001319100","centrosomal protein 68"
"ENSG00000011566","ENSG00000011566","MAP4K3","8491","NM_001270425","mitogen-activated protein kinase kinase kinase kinase 3"
"ENSG00000011590","ENSG00000011590","ZBTB32","27033","NM_001316902","zinc finger and BTB domain containing 32"
"ENSG00000011600","ENSG00000011600","TYROBP","7305","NM_001173514","TYRO protein tyrosine kinase binding protein"
"ENSG00000011638","ENSG00000011638","TMEM159","57146","NM_001301769","transmembrane protein 159"
"ENSG00000012048","ENSG00000012048","BRCA1","672","NM_007294","BRCA1 DNA repair associated"
"ENSG00000012061","ENSG00000012061","ERCC1","2067","NM_001166049","ERCC excision repair 1, endonuclease non-catalytic subunit"
"ENSG00000012124","ENSG00000012124","CD22","933","NM_001185099","CD22 molecule"
"ENSG00000012171","ENSG00000012171","SEMA3B","7869","NM_001005914","semaphorin 3B"
"ENSG00000012174","ENSG00000012174","MBTPS2","51360","NM_015884","membrane bound transcription factor peptidase, site 2"
"ENSG00000012211","ENSG00000012211","PRICKLE3","4007","NM_001307979","prickle planar cell polarity protein 3"
"ENSG00000012223","ENSG00000012223","LTF","4057","NM_001199149","lactotransferrin"
"ENSG00000012232","ENSG00000012232","EXTL3","2137","NM_001440","exostosin like glycosyltransferase 3"
"ENSG00000012660","ENSG00000012660","ELOVL5","60481","NM_001242828","ELOVL fatty acid elongase 5"
